id,source_name,title,author_name,publish_date,accident_date,content,tags,day_of_the_week,time,time_in_hours,rush_hour,weekend_weekday,locality,road_name,road_type,vehicle_count,vehicle_involved,male_count,female_count,total_driver_count,min_age,max_age,young_driver_involved,adult_driver_involved,senior_driver_involved,child_involved,senior_involved,visibility,wind_speed,temperature,severity,ambulance_called,additional_source_name,additional_url
131,police,Traffic accident in Naxxar,,13/04/2025,13/04/2025,"Update:Bothdrivers and the double decker passengers were certified with slight injuries.The Magisterial Inquiry and Police investigations are ongoing.Earlier:Today, at around 1515 hrs, the Police were informed of a traffic accident along the Coast Road in Naxxar.Preliminary investigations by the District Police found that a collision occurred between a Volvo double decker and a Jaguar XF. The Jaguar was being driven by an 81-year-old man from Zebbug who was accompanied by an 80-year-old woman, also from Zebbug. The double decker was being driven by a 39-year-old Kenyan national who lives in Zurrieq and was carrying a number of passengers.A medical team and Civil Protection personnel were called to the scene to assist. Ambulances took the two drivers, the elderly woman as well as three women who were on the double decker, to Mater Dei Hospital for treatment.Later, the 80-year-old woman was certified as suffering from grievous injuries while the conditions of the other persons are still pending.Magistrate Antione Agius Bonnici LL.D was informed and appointed an inquiry while Police investigations are ongoing.",{},Sunday,afternoon,1515,0,weekend,Naxxar,Coast Road,main road,2.0,car-bus,2.0,2.5,2.0,39.0,81.0,0.0,1.0,1.0,0.0,1.0,10.0,35.2,21.0,High,1.0,,
132,police,Naxxar traffic accident,,16/01/2025,16/01/2025,"Today, at around 1015hrs, the Police were informed of a traffic accident in Triq il-Fortizza tal-Mosta, Naxxar.Preliminary investigations showed that a collision occurred between a Vauxhall driven by a 45-year-old woman from Naxxar and a Daelim motorcycle driven by a 34-year-old man from Mosta.The man was assisted by a medical team and taken to Mater Dei Hospital by ambulance for further medical attention. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",{},Tuesday,morning,1015,0,weekday,Naxxar,Triq il-Fortizza tal-Mosta,main road,2.0,car-motorcycle,1.0,1.0,2.0,34.0,45.0,0.0,2.0,0.0,0.0,0.0,10.0,24.1,16.0,High,1.0,,
133,police,Motorcyclist seriously injured,,18/08/2025,18/08/2025,"Yesterday, at around four in the afternoon (1600 hrs), the Police were informed of a traffic accident along the Coast Road, Naxxar.Preliminary investigations showed that a collision occurred between a Toyota Aygo driven by a 44-year-old woman from St Paul’s Bay and a CF Moto motorcycle driven by a 53-year-old man from Belgium who lives in Gzira.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital for treatment where he was later certified to have sustained serious injuries.Magistrate Dr Monica Borg Galea LL. D was informed of the case and opened a Magisterial Inquiry while Police investigations are ongoing.",{},Sunday,afternoon,1600,1,weekend,Naxxar,Coast Road,main road,2.0,car-motorcycle,1.0,1.0,2.0,44.0,54.0,0.0,2.0,0.0,0.0,0.0,10.0,18.5,31.0,High,1.0,,
134,police,Man injured in traffic accident,,05/06/2025,04/06/2025,"Yesterday, at around 2115hrs, the Police were informed of a traffic accident in Kennedy Drive, St Paul’s Bay.The Police went immediately on site and preliminary investigations showed that a man, a 21-year-old Nepalese national residing in St Paul’s Bay, was injured after the Peugeot Tweet motorcycle he was riding was allegedly hit by a vehicle that was driven away from the scene.A medical team was called on site and an ambulance took the man to Mater Dei where he was certified to have sustained grievous injuries.Police investigations are ongoing.",{},Wednesday,night,2115,0,weekday,St Paul's Bay,Kennedy Drive,bypass,2.0,car-motorcycle,1.0,0.0,2.0,21.0,21.0,1.0,0.0,0.0,0.0,0.0,10.0,27.8,27.0,High,1.0,,
135,police,Woman grievously injured in a traffic accident,,06/10/2025,06/10/2025,"An 84-year-old woman, a resident of Naxxar, was hospitalised at 0930 hrs after being injured in a traffic accident in Triq il-Kappella Ta’ Xagħra, Naxxar.It resulted from initial investigations that the victim was hit by Hyundai Excel, that was being driven by an 84-year-old man from Naxxar.The woman was assisted by a medical team and taken to hospital by ambulance, where she was certified to be suffering from grievous injuries.Police investigations are ongoing.",{},Monday,morning,930,0,weekday,Naxxar,Triq il-Kappella tax Xaghra,residential,1.0,car,1.0,1.0,1.0,72.5,84.0,0.0,0.0,1.0,0.0,1.0,10.0,33.3,22.0,High,1.0,MaltaToday,https://www.maltatoday.com.mt/news/court_and_police/137392/woman_hit_by_car_in_naxxar
136,police,Motorcycle accident in Mgarr,,11/08/2025,10/08/2025,"A 33-year-old Indian national and residing in San Ġwann, at around 1900hrs of yesterday evening, was taken to Mater Dei Hospital because he was injured in a traffic accident in Mosta Road, Mġarr.Preliminary investigations showed that the man was riding a Honda motorcycle, lost control and fell.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",{},Sunday,evening,1900,0,weekend,Mgarr,Mosta Road,main road,1.0,motorcycle ,1.0,0.0,1.0,33.0,33.0,0.0,1.0,0.0,0.0,0.0,10.0,16.7,34.0,High,1.0,,
137,police,Man grievously injured in traffic accident,,26/01/2025,25/01/2025,"Yesterday, at half past two in the afternoon (1430 hrs), the Police were informed of a traffic accident along the Coast Road, in Naxxar.Preliminary investigations showed that a 46-year-old man from Fgura lost control of his Suzuki motorcycle, fell and crashed into a BMW which was being driven on the opposite lane by a 30-year-old man from St Paul’s Bay.The motorcyclist was assisted by a medical team and taken to Mater Dei Hospital by ambulance. He was later certified to have sustained grievous injuries.The Police are investigating the case.",{},Saturday,afternoon,1430,0,weekend,Naxxar,Costal Road,main road,2.0,car-motorcycle,2.0,0.0,2.0,30.0,46.0,0.0,2.0,0.0,0.0,0.0,10.0,18.5,19.0,High,1.0,,
138,police,3 persons injured in separate traffic accidents,,07/08/2025,06/08/2025,"Three persons were taken to Mater Dei Hospital, yesterday, after they were injured in two separate traffic accidents.The first accident occurred at around 1130 hrs, in Salina Street, Naxxar. Preliminary investigations showed that a collision occurred between a Nooma Bravo GLE motorcycle driven by a 48-year-old Bulgarian from St Paul’s Bay and a Hyundai I10 driven by a 60-year-old Spaniard.The second accident occurred at 1230 hrs in Cospicua Road, Zabbar. Preliminary investigations showed that a collision occurred between a Fiat Scudo driven by a 23-year-old man from Kirkop and a Honda NSS motorcycle driven by a 45-year-old man from Żabbar. An 8-year-old boy was also on the bike.A medical team assisted in the two incidents and the motorcyclists and the 8-year-old boy were taken to hospital by an ambulance for medical treatment. Later, they were certified to have sustained grievous injuries.Police investigations are ongoing.",{},Wednesday,morning,1130,0,weekday,Naxxar,Salina Street,roundabout,2.0,car-motorcycle,2.0,0.0,2.0,48.0,60.0,0.0,2.0,0.0,0.0,0.0,10.0,21.5,27.0,High,1.0,,
139,police,3 persons injured in separate traffic accidents,,07/08/2025,06/08/2025,"Three persons were taken to Mater Dei Hospital, yesterday, after they were injured in two separate traffic accidents.The first accident occurred at around 1130 hrs, in Salina Street, Naxxar. Preliminary investigations showed that a collision occurred between a Nooma Bravo GLE motorcycle driven by a 48-year-old Bulgarian from St Paul’s Bay and a Hyundai I10 driven by a 60-year-old Spaniard.The second accident occurred at 1230 hrs in Cospicua Road, Zabbar. Preliminary investigations showed that a collision occurred between a Fiat Scudo driven by a 23-year-old man from Kirkop and a Honda NSS motorcycle driven by a 45-year-old man from Żabbar. An 8-year-old boy was also on the bike.A medical team assisted in the two incidents and the motorcyclists and the 8-year-old boy were taken to hospital by an ambulance for medical treatment. Later, they were certified to have sustained grievous injuries.Police investigations are ongoing.",{},Wednesday,afternoon,1230,0,weekday,Zabbar,Conspicua Road,bypass,2.0,car-motorcycle,2.0,0.0,2.0,23.0,45.0,1.0,1.0,0.0,1.0,0.0,10.0,15.7,28.0,High,1.0,,
140,police,Motorcycle-truck collision in Zejtun,,27/12/2024,27/12/2024,"Today, at around noon, the Police were informed of a traffic accident in Triq il-Ħotba, Żejtun.Preliminary investigations showed that a collision occurred between a Honda motorcycle driven by a 62-year-old woman residing in Ħamrun and an Isuzu truck driven by a 25-year-old Indian man residing in Luqa.The woman was assisted by a medical team and taken to Mater Dei Hospital by ambulance, where she was certified to have sustained grievous injuries.Police investigations are still ongoing.",{},Friday,afternoon,1200,0,weekend,Zejtun,Triq il-Kotba,residential,2.0,truck-motorcycle,1.0,1.0,2.0,25.0,62.0,1.0,0.0,1.0,0.0,1.0,10.0,40.7,16.0,High,1.0,,
141,Times of Malta,Two octogenarians grievously injured in car crash,Times of Malta,21/02/2025,21/02/2025,"Two men, both aged 80, were injured when the driver lost control of his car and crashed in a wall in Paola early on Friday morning. The driver, who is from Paola, was driving a Toyota Ractis at around 7.30am when he lost control of the vehicle and crashed into a wall in Triq il-Bacir in Paola. He was accompanied by another man from the same town. Both the driver and the passenger were taken to Mater Dei Hospital by ambulance where they were certified to be suffering grievous injuries. The police are investigating.","{Accident,National,Police}",Friday ,morning,730,1,weekend,Paola,Triq il-Bacir,bypass,1.0,car,2.0,0.0,1.0,72.5,80.0,0.0,0.0,1.0,0.0,1.0,10.0,22.2,16.0,High,1.0,,
142,Times of Malta,Karozzin driver seriously injured in crash with a car,Times of Malta,21/02/2025,21/02/2025,A 61-year old horse-drawn carriage driver from Qormi was grievously injured when his karozzin was involved in a collision with a car in Floriana on Friday afternoon. The accident happened on Triq Nazzjonali in Floriana at around 1.30pm when the karozzin was involved in an accident with a Peugeot 508 driven by a 31-year old man from Bormla. The carriage driver was taken to Mater Dei Hospital by ambulance where he was certified to be suffering grievous injuries. Police investigations are still underway.,"{Accident,Floriana,National,Police}",Friday,afternoon,1330,0,weekend,Floriana,Triq Nazzjonali,main road,2.0,car-coachman,2.0,0.0,2.0,31.0,61.0,0.0,1.0,1.0,0.0,1.0,10.0,22.2,16.0,High,1.0,,
143,Times of Malta,Motorcyclist injured in Hamrun hit-and-run,Times of Malta,25/02/2025,24/02/2025,"A motorcyclist was injured when his motorcycle was allegedly hit by a car which did not stop, the police said. The incident happened just before midnight on Monday as the Suzuki motorcycle was being driven in Triq il-Kappillan Mifsud in Hamrun. The 23-year-old motorcyclist from Sta Venera was assisted by a medical team and hospitalised. The police also reported that earlier on Monday, a man and a woman were hurt when their car crashed into a pole in Triq Marfa, Mellieħa. The accident happened at 2.15pm when a Toyota Ractis driven by a 50-year-old woman from Victoria, Gozo, crashed into an electricity pole. The woman and a 29-year-old man who was a passenger were both seriously hurt.","{National,Police,Traffic}",Monday,night,2345,0,weekday,Hamrun,Triq il-Kappillan Mifsud,bypass,2.0,car-motorcycle,1.0,0.0,1.0,23.0,23.0,1.0,0.0,0.0,0.0,0.0,10.0,14.8,18.0,High,1.0,,
144,Times of Malta,Motorcyclist injured in Hamrun hit-and-run,Times of Malta,25/02/2025,24/02/2025,"A motorcyclist was injured when his motorcycle was allegedly hit by a car which did not stop, the police said. The incident happened just before midnight on Monday as the Suzuki motorcycle was being driven in Triq il-Kappillan Mifsud in Hamrun. The 23-year-old motorcyclist from Sta Venera was assisted by a medical team and hospitalised. The police also reported that earlier on Monday, a man and a woman were hurt when their car crashed into a pole in Triq Marfa, Mellieħa. The accident happened at 2.15pm when a Toyota Ractis driven by a 50-year-old woman from Victoria, Gozo, crashed into an electricity pole. The woman and a 29-year-old man who was a passenger were both seriously hurt.","{National,Police,Traffic}",Monday,afternoon,1415,0,weekday,Mellieha,Triq Marfa,main road,1.0,car,1.0,1.0,1.0,29.0,50.0,0.0,1.0,0.0,0.0,0.0,10.0,14.8,18.0,High,1.0,,
145,Times of Malta,Biker injured in Hamrun hit-and-run asks for help to track down driver,Giulia Magri,27/02/2025,24/02/2025,"A motorcyclist has made an appeal from his hospital bed for the public to help find a hit-and run driver who left him lying injured on a Ħamrun road. Andre Spiteri suffered broken ribs, punctured lungs, a broken wrist and a dislocated shoulder when his motorcycle was hit by a van shortly after 11pm on Monday night. The crash happened on Triq il-Kappillan Mifsud, police said. The 23-year-old is recovering from his ordeal at Mater Dei hospital but the driver who fled the scene remains at large. Appealing for information, the Tarxien Rainbows goalkeeper said he doesn’t know how he survived the crash.  Spiteri next remembers lying down on the ground and struggling to breathe. “I couldn’t breathe, it was like someone was trying to choke me, and the pain started immediately,” he said. “I could see that my wrist was broken, and I tried to lift my head and the visor slightly, but I didn’t remove my helmet.” He recalled how a Syrian man rushed to his side and held his hand, while a woman who lives close by and heard the accident also stayed by his side. “They both never left my side, and the woman stayed asking me questions to see what I remembered and how I was feeling,” he said. His parents and girlfriend were in shock when they learned about the accident and are determined to get justice for him. From debris left on the scene, the van appears to be a Citroen Berlingo. The police and paramedics arrived shortly afterwards, and he was taken straight to hospital, where he still is recovering days later. Spiteri says he is thankful that his girlfriend was not with him at the time. “Eight minutes after I dropped her home, the accident happened,” he said. “My life has changed completely right now. I cannot work or practise football now, I need time to recover.” A police spokesperson said investigations are ongoing.","{Accident,National,Roads}",Monday,night,2345,0,weekday,Hamrun,Triq il-Kappillan Mifsud,bypass,2.0,car-motorcycle,1.0,0.0,1.0,23.0,23.0,1.0,0.0,0.0,0.0,0.0,10.0,14.8,18.0,High,1.0,,
146,Times of Malta,Man left with serious injuries after traffic accident in Marsa,Times of Malta,03/03/2025,03/03/2025,"A man was left with serious injuries after being involved in a traffic incident in Marsa on Monday morning.   The incident happened at around 7am on Triq Aldo Moro, with initial investigations suggesting the man, a Birkirkara resident, had lost control of the Sym Symphony motorbike he was riding and fell.  He was treated at the scene before being taken to Mater Dei Hospital, where his injuries were certified as serious.  Police investigations are ongoing.","{Accident,Marsa,National}",Monday,morning,700,1,weekday,Marsa,Triq Aldo Moro,main road,1.0,motorcycle ,1.0,0.0,1.0,33.0,52.0,0.0,0.0,0.0,0.0,0.0,10.0,46.3,16.0,High,1.0,,
